Code plate-forme;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
01207-1;0087590356;;Erdre-Active;44240;035;Chapelle-sur-Erdre;44;Loire-Atlantique;-1.5446088;47.2830678;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""ERV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Erdre-Active"", ""Alias_Libelle_Fronton"": ""Erdre-Active"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": null}";Erdre-Active;Erdre-Active;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;;1;ERV;47.2830678,-1.5446088
01533-1;0087487280;;Cerizay;79140;062;Cerizay;79;Deux-Sèvres;-0.6689931;46.8176878;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""CEZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Cerizay"", ""Alias_Libelle_Fronton"": ""Cerizay"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""CERIZAY GARE""}";Cerizay;Cerizay;True;False;DTG Nouvelle Aquitaine;REGION PAYS DE LA LOIRE;UG Poitou-Charentes;CERIZAY GARE;1;CEZ;46.8176878,-0.6689931
01538-1;0087486563;;Saint-Hilaire-de-Riez;85270;226;Saint-Hilaire-de-Riez;85;Vendée;-1.9496838;46.7166736;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""SHZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Hilaire-de-Riez"", ""Alias_Libelle_Fronton"": ""Saint-Hilaire-de-Riez"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SAINT HILAIRE DE RIEZ GARE""}";Saint-Hilaire-de-Riez;Saint-Hilaire-de-Riez;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SAINT HILAIRE DE RIEZ GARE;1;SHZ;46.7166736,-1.9496838
01573-1;0087484360;;Ingrandes-Le Fresne-sur-Loire;49123;160;Ingrandes-Le Fresne sur Loire;49;Maine-et-Loire;-0.9210198;47.4056382;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""IGA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Ingrandes-Le Fresne-sur-Loire"", ""Alias_Libelle_Fronton"": ""Ingrandes sur Loire"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""INGRANDES SUR LOIRE GARE""}";Ingrandes-Le Fresne-sur-Loire;Ingrandes sur Loire;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;INGRANDES SUR LOIRE GARE;1;IGA;47.4056382,-0.9210198
01575-1;0087484337;;La Possonnière;49170;247;Possonnière;49;Maine-et-Loire;-0.6917009;47.3713848;b;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""LPO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Possonnière"", ""Alias_Libelle_Fronton"": ""La Possonnière"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA POSSONNIERE GARE""}";La Possonnière;La Possonnière;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA POSSONNIERE GARE;1;LPO;47.3713848,-0.6917009
01592-1;0087481788;;Le Croisic;44490;049;Croisic;44;Loire-Atlantique;-2.507442;47.289836;b;2;Gare Le Croisic;"[{""TVS_Code"": ""LCC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Croisic"", ""Alias_Libelle_Fronton"": ""Le Croisic"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LE CROISIC GARE""}";Le Croisic;Le Croisic;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LE CROISIC GARE;1;LCC;47.289836,-2.507442
01593-1;0087481770;;Batz-sur-Mer;44740;010;Batz-sur-Mer;44;Loire-Atlantique;-2.4789866;47.2809541;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""BSK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Batz-sur-Mer"", ""Alias_Libelle_Fronton"": ""Batz-sur-Mer"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""BATZ SUR MER GARE""}";Batz-sur-Mer;Batz-sur-Mer;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;BATZ SUR MER GARE;1;BSK;47.2809541,-2.4789866
01600-1;0087481697;;La Baule Les Pins;44500;055;Baule-Escoublac;44;Loire-Atlantique;-2.3648441;47.2835196;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""BFP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Baule Les Pins"", ""Alias_Libelle_Fronton"": ""La Baule les Pins"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA BAULE LES PINS GARE""}";La Baule Les Pins;La Baule les Pins;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA BAULE LES PINS GARE;1;BFP;47.2835196,-2.3648441
01605-1;0087481598;;Nort-sur-Erdre;44390;110;Nort-sur-Erdre;44;Loire-Atlantique;-1.5033645;47.4419243;b;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""NSE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Nort-sur-Erdre"", ""Alias_Libelle_Fronton"": ""Nort-sur-Erdre"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""NORT SUR ERDRE GARE""}";Nort-sur-Erdre;Nort-sur-Erdre;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;NORT SUR ERDRE GARE;1;NSE;47.4419243,-1.5033645
01609-1;0087481457;;Cugand;85610;076;Cugand;85;Vendée;-1.253301;47.0582602;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""KUG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Cugand"", ""Alias_Libelle_Fronton"": ""Cugand"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""CUGAND LA BERNARDIERE GARE""}";Cugand;Cugand;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;CUGAND LA BERNARDIERE GARE;1;KUG;47.0582602,-1.253301
01610-1;0087481440;;Clisson;44190;043;Clisson;44;Loire-Atlantique;-1.286172;47.086142;b;2;Gare Clisson;"[{""TVS_Code"": ""CLI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Clisson"", ""Alias_Libelle_Fronton"": ""Clisson"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""CLISSON GARE""}";Clisson;Clisson;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;CLISSON GARE;1;CLI;47.086142,-1.286172
01611-1;0087481432;;Gorges;44190;064;Gorges;44;Loire-Atlantique;-1.3058778;47.1001487;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""GOE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Gorges"", ""Alias_Libelle_Fronton"": ""Gorges"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""GORGES GARE""}";Gorges;Gorges;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;GORGES GARE;1;GOE;47.1001487,-1.3058778
01612-1;0087481424;;Le Pallet;44330;117;Pallet;44;Loire-Atlantique;-1.346898;47.143831;b;1;Gare Le Pallet;"[{""TVS_Code"": ""PLL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Pallet"", ""Alias_Libelle_Fronton"": ""Le Pallet"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LE PALLET GARE""}";Le Pallet;Le Pallet;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LE PALLET GARE;1;PLL;47.143831,-1.346898
01623-1;0087481218;;Port-Saint-Père - Saint-Mars;44710;133;Port-Saint-Père;44;Loire-Atlantique;-1.7393069;47.1164915;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""PXS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Port-Saint-Père - Saint-Mars"", ""Alias_Libelle_Fronton"": ""Port-Saint-Père - Saint-Mars"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""PORT ST PERE ST MARS GARE""}";Port-Saint-Père - Saint-Mars;Port-Saint-Père - Saint-Mars;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;PORT ST PERE ST MARS GARE;1;PXS;47.1164915,-1.7393069
01626-1;0087481184;;Oudon;44521;115;Oudon;44;Loire-Atlantique;-1.291992;47.3433655;b;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""ODK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Oudon"", ""Alias_Libelle_Fronton"": ""Oudon"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""OUDON GARE""}";Oudon;Oudon;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;OUDON GARE;1;ODK;47.3433655,-1.291992
01627-1;0087481176;;Boussay - La Bruffière;44190;022;Boussay;44;Loire-Atlantique;-1.1828046;47.0505741;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""BBF""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Boussay - La Bruffière"", ""Alias_Libelle_Fronton"": ""Boussay - La Bruffière"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""BOUSSAY GARE""}";Boussay - La Bruffière;Boussay - La Bruffière;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;BOUSSAY GARE;1;BBF;47.0505741,-1.1828046
01634-1;0087481002;;Nantes;44041;109;Nantes;44;Loire-Atlantique;-1.542356;47.216148;a;3;GARE NANTES;"[{""TVS_Code"": ""NTS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Nantes"", ""Alias_Libelle_Fronton"": ""Nantes"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""NANTES ORLEANS GARE""}";Nantes;Nantes;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;NANTES ORLEANS GARE;1;NTS;47.216148,-1.542356
01638-1;0087478560;;Voutré;53600;276;Voutré;53;Mayenne;-0.2921804;48.1340521;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""VOU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Voutré"", ""Alias_Libelle_Fronton"": ""Voutré"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""VOUTRE GARE""}";Voutré;Voutré;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;VOUTRE GARE;1;VOU;48.1340521,-0.2921804
01662-1;0087476762;;Saint-Gildas-des-Bois;44530;161;Saint-Gildas-des-Bois;44;Loire-Atlantique;-2.0438923;47.516614;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""SOK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Gildas-des-Bois"", ""Alias_Libelle_Fronton"": ""Saint-Gildas-des-bois"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SAINT GILDAS DES BOIS GARE""}";Saint-Gildas-des-Bois;Saint-Gildas-des-bois;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SAINT GILDAS DES BOIS GARE;1;SOK;47.516614,-2.0438923
01892-1;0087396564;;Écommoy;72220;124;Écommoy;72;Sarthe;0.2691867;47.8246286;b;1;Gare Ecommoy;"[{""TVS_Code"": ""ECO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Écommoy"", ""Alias_Libelle_Fronton"": ""Écommoy"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""ECOMMOY GARE""}";Écommoy;Écommoy;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;ECOMMOY GARE;1;ECO;47.8246286,0.2691867
01894-1;0087396549;;Arnage;72230;008;Arnage;72;Sarthe;0.1898826;47.9285663;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""AAG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Arnage"", ""Alias_Libelle_Fronton"": ""Arnage"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""ARNAGE GARE""}";Arnage;Arnage;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;ARNAGE GARE;1;AAG;47.9285663,0.1898826
01900-1;0087396325;;La Ferté-Bernard;72400;132;Ferté-Bernard;72;Sarthe;0.639711;48.1864887;b;1;Gare La Ferté Bernard;"[{""TVS_Code"": ""LFB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Ferté-Bernard"", ""Alias_Libelle_Fronton"": ""La Ferté-Bernard"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA FERTE BERNARD GARE""}";La Ferté-Bernard;La Ferté-Bernard;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA FERTE BERNARD GARE;1;LFB;48.1864887,0.639711
01902-1;0087396309;;Connerré - Beillé;72160;031;Beillé;72;Sarthe;0.48687;48.0735;b;1;Gare Connerre Beillé;"[{""TVS_Code"": ""COB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Connerré - Beillé"", ""Alias_Libelle_Fronton"": ""Connerré - Beillé"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""CONNERRE BEILLE GARE""}";Connerré - Beillé;Connerré - Beillé;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;CONNERRE BEILLE GARE;1;COB;48.0735,0.48687
01908-1;0087396226;;Crissé;72140;109;Crissé;72;Sarthe;-0.0659101;48.1681334;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""CIK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Crissé"", ""Alias_Libelle_Fronton"": ""Crissé"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""CRISSE GARE""}";Crissé;Crissé;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;CRISSE GARE;1;CIK;48.1681334,-0.0659101
01911-1;0087396093;;La Hutte Coulombiers;72130;284;Saint-Germain-sur-Sarthe;72;Sarthe;0.1056788;48.303495;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""LHU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Hutte Coulombiers"", ""Alias_Libelle_Fronton"": ""La Hutte Coulombiers"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA HUTTE COULOMBIERS GARE""}";La Hutte Coulombiers;La Hutte Coulombiers;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA HUTTE COULOMBIERS GARE;1;LHU;48.303495,0.1056788
01526-1;0087487892;;Saint-Mathurin-sur-Loire;49250;307;Loire-Authion;49;Maine-et-Loire;-0.3182267;47.4122473;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""SNZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Mathurin-sur-Loire"", ""Alias_Libelle_Fronton"": ""Saint-Mathurin"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SAINT MATHURIN GARE""}";Saint-Mathurin-sur-Loire;Saint-Mathurin;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SAINT MATHURIN GARE;1;SNZ;47.4122473,-0.3182267
01527-1;0087487884;;La Ménitré;49250;201;Ménitré;49;Maine-et-Loire;-0.275818;47.397422;b;1;Gare La Ménitré;"[{""TVS_Code"": ""MEQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Ménitré"", ""Alias_Libelle_Fronton"": ""La Ménitré"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA MENITRE GARE""}";La Ménitré;La Ménitré;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA MENITRE GARE;1;MEQ;47.397422,-0.275818
01528-1;0087487876;;Les Rosiers-sur-Loire;49350;261;Gennes-Val-de-Loire;49;Maine-et-Loire;-0.2205371;47.3625386;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""ROR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Les Rosiers-sur-Loire"", ""Alias_Libelle_Fronton"": ""Les Rosiers-sur-Loire"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LES ROSIERS SUR LOIRE GARE""}";Les Rosiers-sur-Loire;Les Rosiers-sur-Loire;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LES ROSIERS SUR LOIRE GARE;1;ROR;47.3625386,-0.2205371
01529-1;0087487843;;La Bohalle;49800;307;Loire-Authion;49;Maine-et-Loire;-0.4000426;47.4342356;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""WBH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Bohalle"", ""Alias_Libelle_Fronton"": ""La Bohalle"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""LA BOHALLE GARE""}";La Bohalle;La Bohalle;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;LA BOHALLE GARE;1;WBH;47.4342356,-0.4000426
01534-1;0087487249;;Bressuire;79300;049;Bressuire;79;Deux-Sèvres;-0.4963269;46.8384462;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""BRS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bressuire"", ""Alias_Libelle_Fronton"": ""Bressuire"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""BRESSUIRE GARE""}";Bressuire;Bressuire;True;False;DTG Nouvelle Aquitaine;REGION PAYS DE LA LOIRE;UG Poitou-Charentes;BRESSUIRE GARE;1;BRS;46.8384462,-0.4963269
01536-1;0087486894;;Torfou-Sèvremoine;49660;301;Sèvremoine;49;Maine-et-Loire;-1.1173797;47.0331153;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""TFU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Torfou-Sèvremoine"", ""Alias_Libelle_Fronton"": ""Torfou"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""TORFOU TIFFAUGES GARE""}";Torfou-Sèvremoine;Torfou;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;TORFOU TIFFAUGES GARE;1;TFU;47.0331153,-1.1173797
01537-1;0087486571;;Saint-Gilles-Croix-de-Vie;85800;222;Saint-Gilles-Croix-de-Vie;85;Vendée;-1.941296;46.696466;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""SGV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Gilles-Croix-de-Vie"", ""Alias_Libelle_Fronton"": ""Saint-Gilles-Croix-de-Vie"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SAINT GILLES CROIX DE VIE GARE""}";Saint-Gilles-Croix-de-Vie;Saint-Gilles-Croix-de-Vie;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SAINT GILLES CROIX DE VIE GARE;1;SGV;46.696466,-1.941296
01544-1;0087486324;;Bournezeau;85480;034;Bournezeau;85;Vendée;-1.1806169;46.6518258;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""BNZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bournezeau"", ""Alias_Libelle_Fronton"": ""Bournezeau"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""BOURNEZEAU GARE""}";Bournezeau;Bournezeau;True;False;DTG Centre Ouest;REGION PAYS DE LA LOIRE;UG Pays de la Loire;BOURNEZEAU GARE;1;BNZ;46.6518258,-1.1806169
